level,node_name,parent_name,class_count,train_count,val_count,path
11,golfcart,motor vehicle,1,535,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > golfcart
11,motorcycle,motor vehicle,1,550,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > motorcycle
11,snowplow,motor vehicle,1,501,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > snowplow
11,truck,motor vehicle,8,4908,400,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > truck
11,half track,tracked vehicle,1,472,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > tracked vehicle > half track
11,snowmobile,tracked vehicle,1,493,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > tracked vehicle > snowmobile
11,horse cart,cart,1,514,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > wagon > cart > horse cart
11,jinrikisha,cart,1,718,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > wagon > cart > jinrikisha
11,oxcart,cart,1,504,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > wagon > cart > oxcart
11,analog clock,clock,1,463,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > timepiece > clock > analog clock
11,digital clock,clock,1,455,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > timepiece > clock > digital clock
11,wall clock,clock,1,480,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > timepiece > clock > wall clock
11,hourglass,sandglass,1,564,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > timepiece > sandglass > hourglass
11,parking meter,timer,1,591,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > timepiece > timer > parking meter
11,stopwatch,timer,1,625,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > timepiece > timer > stopwatch
11,digital watch,watch,1,463,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > timepiece > watch > digital watch
11,light microscope,microscope,1,571,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > scientific instrument > magnifier > microscope > light microscope
11,astronomical telescope,telescope,1,548,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > scientific instrument > magnifier > telescope > astronomical telescope
11,autoloader,firearm,1,480,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > weapon > gun > firearm > autoloader
11,pistol,firearm,1,426,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > weapon > gun > firearm > pistol
11,rifle,firearm,1,486,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > weapon > gun > firearm > rifle
11,desktop computer,personal computer,1,516,50,entity > physical entity > object > whole > artifact > instrumentality > device > machine > computer > digital computer > personal computer > desktop computer
11,portable computer,personal computer,3,1421,150,entity > physical entity > object > whole > artifact > instrumentality > device > machine > computer > digital computer > personal computer > portable computer
11,car wheel,wheel,1,631,50,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > mechanical device > machine > wheel > car wheel
11,paddlewheel,wheel,1,686,50,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > mechanical device > machine > wheel > paddlewheel
11,pinwheel,wheel,1,517,50,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > mechanical device > machine > wheel > pinwheel
11,potter's wheel,wheel,1,618,50,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > mechanical device > machine > wheel > potter's wheel
11,double-reed instrument,beating-reed instrument,2,1007,100,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > wind instrument > woodwind > beating-reed instrument > double-reed instrument
11,single-reed instrument,beating-reed instrument,1,508,50,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > wind instrument > woodwind > beating-reed instrument > single-reed instrument
11,disk brake,hydraulic brake,1,435,50,entity > physical entity > object > whole > artifact > instrumentality > device > restraint > brake > brake system > hydraulic brake > disk brake
11,maypole,post,1,674,50,entity > physical entity > object > whole > artifact > instrumentality > device > support > structural member > upright > post > maypole
11,iPod,stereo,1,605,50,entity > physical entity > object > whole > artifact > instrumentality > equipment > electronic equipment > audio system > reproducer > stereo > iPod
11,throne,chair of state,1,559,50,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > seat > chair > chair of state > throne
11,studio couch,convertible,1,429,50,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > seat > sofa > convertible > studio couch
11,ax,edge tool,1,502,50,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > cutting implement > cutter > edge tool > ax
11,knife,edge tool,2,930,100,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > cutting implement > cutter > edge tool > knife
11,plane,edge tool,1,424,50,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > cutting implement > cutter > edge tool > plane
11,corkscrew,bottle opener,1,545,50,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > hand tool > opener > bottle opener > corkscrew
11,Crock Pot,cooker,1,469,50,entity > physical entity > object > whole > artifact > instrumentality > implement > utensil > kitchen utensil > cooking utensil > cooker > Crock Pot
11,frying pan,pan,1,598,50,entity > physical entity > object > whole > artifact > instrumentality > implement > utensil > kitchen utensil > cooking utensil > pan > frying pan
11,wok,pan,1,583,50,entity > physical entity > object > whole > artifact > instrumentality > implement > utensil > kitchen utensil > cooking utensil > pan > wok
11,caldron,pot,1,537,50,entity > physical entity > object > whole > artifact > instrumentality > implement > utensil > kitchen utensil > cooking utensil > pot > caldron
11,coffeepot,pot,1,452,50,entity > physical entity > object > whole > artifact > instrumentality > implement > utensil > kitchen utensil > cooking utensil > pot > coffeepot
11,teapot,pot,1,672,50,entity > physical entity > object > whole > artifact > instrumentality > implement > utensil > kitchen utensil > cooking utensil > pot > teapot
11,spatula,turner,1,541,50,entity > physical entity > object > whole > artifact > instrumentality > implement > utensil > kitchen utensil > cooking utensil > turner > spatula
11,monastery,religious residence,1,646,50,entity > physical entity > object > whole > artifact > structure > housing > dwelling > house > residence > religious residence > monastery
11,tailed frog,frog,1,583,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > amphibian > frog > tailed frog
11,tree frog,frog,1,683,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > amphibian > frog > tree frog
11,true frog,frog,1,672,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > amphibian > frog > true frog
11,European fire salamander,salamander,1,647,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > amphibian > salamander > European fire salamander
11,ambystomid,salamander,2,1254,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > amphibian > salamander > ambystomid
11,newt,salamander,2,977,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > amphibian > salamander > newt
11,bony fish,fish,10,5070,500,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish
11,cartilaginous fish,fish,5,2453,250,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > cartilaginous fish
11,food fish,fish,1,481,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > food fish
11,hummingbird,apodiform bird,1,545,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > apodiform bird > hummingbird
11,gallinule,aquatic bird,1,489,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > gallinule
11,seabird,aquatic bird,3,1642,150,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > seabird
11,swan,aquatic bird,1,521,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > swan
11,wading bird,aquatic bird,16,8771,800,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > wading bird
11,waterfowl,aquatic bird,3,1677,150,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > waterfowl
11,eagle,bird of prey,1,551,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > bird of prey > eagle
11,hawk,bird of prey,1,441,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > bird of prey > hawk
11,owl,bird of prey,1,520,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > bird of prey > owl
11,vulture,bird of prey,1,543,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > bird of prey > vulture
11,bee eater,coraciiform bird,1,524,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > coraciiform bird > bee eater
11,hornbill,coraciiform bird,1,536,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > coraciiform bird > hornbill
11,cuckoo,cuculiform bird,1,510,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > cuculiform bird > cuckoo
11,African grey,parrot,1,576,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > parrot > African grey
11,cockatoo,parrot,1,584,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > parrot > cockatoo
11,lory,parrot,1,614,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > parrot > lory
11,macaw,parrot,1,558,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > parrot > macaw
11,oscine,passerine,11,5770,550,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > passerine > oscine
11,jacamar,piciform bird,1,431,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > piciform bird > jacamar
11,toucan,piciform bird,1,548,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > piciform bird > toucan
11,ostrich,ratite,1,512,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > ratite > ostrich
11,marsupial,metatherian,3,1549,150,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > metatherian > marsupial
11,aquatic mammal,placental,4,2234,200,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > aquatic mammal
11,carnivore,placental,158,88500,7900,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore
11,edentate,placental,2,1004,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > edentate
11,lagomorph,placental,3,1550,150,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > lagomorph
11,primate,placental,20,10690,1000,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate
11,proboscidean,placental,2,1111,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > proboscidean
11,rodent,placental,6,3191,300,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > rodent
11,ungulate,placental,17,9260,850,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate
11,monotreme,prototherian,2,951,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > prototherian > monotreme
11,chelonian,anapsid,5,2538,250,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > anapsid > chelonian
11,archosaur,diapsid,1,500,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > archosaur
11,crocodilian reptile,diapsid,2,1047,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > crocodilian reptile
11,saurian,diapsid,11,5480,550,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > saurian
11,snake,diapsid,17,8254,850,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > snake
11,peafowl,pheasant,1,519,50,entity > physical entity > object > whole > living thing > organism > animal > game > game bird > phasianid > pheasant > peafowl
11,tick,acarine,1,568,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > arachnid > acarine > tick
11,barn spider,spider,1,476,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > arachnid > spider > barn spider
11,black and gold garden spider,spider,1,527,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > arachnid > spider > black and gold garden spider
11,black widow,spider,1,659,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > arachnid > spider > black widow
11,garden spider,spider,1,541,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > arachnid > spider > garden spider
11,tarantula,spider,1,556,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > arachnid > spider > tarantula
11,wolf spider,spider,1,536,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > arachnid > spider > wolf spider
11,crab,decapod crustacean,4,2100,200,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > crustacean > decapod crustacean > crab
11,crayfish,decapod crustacean,1,491,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > crustacean > decapod crustacean > crayfish
11,hermit crab,decapod crustacean,1,640,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > crustacean > decapod crustacean > hermit crab
11,lobster,decapod crustacean,2,1247,100,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > crustacean > decapod crustacean > lobster
11,isopod,malacostracan crustacean,1,455,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > crustacean > malacostracan crustacean > isopod
11,ground beetle,beetle,1,531,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > beetle > ground beetle
11,ladybug,beetle,1,717,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > beetle > ladybug
11,lamellicorn beetle,beetle,2,886,100,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > beetle > lamellicorn beetle
11,leaf beetle,beetle,1,624,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > beetle > leaf beetle
11,long-horned beetle,beetle,1,541,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > beetle > long-horned beetle
11,tiger beetle,beetle,1,515,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > beetle > tiger beetle
11,weevil,beetle,1,549,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > beetle > weevil
11,cockroach,dictyopterous insect,1,562,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > dictyopterous insect > cockroach
11,mantis,dictyopterous insect,1,729,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > dictyopterous insect > mantis
11,fly,dipterous insect,1,576,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > dipterous insect > fly
11,cicada,homopterous insect,1,664,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > homopterous insect > cicada
11,leafhopper,homopterous insect,1,682,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > homopterous insect > leafhopper
11,ant,hymenopterous insect,1,482,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > hymenopterous insect > ant
11,bee,hymenopterous insect,1,557,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > hymenopterous insect > bee
11,butterfly,lepidopterous insect,6,3934,300,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > lepidopterous insect > butterfly
11,lacewing,neuropteron,1,621,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > neuropteron > lacewing
11,damselfly,odonate,1,621,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > odonate > damselfly
11,dragonfly,odonate,1,583,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > odonate > dragonfly
11,cricket,orthopterous insect,1,550,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > orthopterous insect > cricket
11,grasshopper,orthopterous insect,1,717,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > orthopterous insect > grasshopper
11,walking stick,phasmid,1,628,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > phasmid > walking stick
11,stony coral,coral,1,624,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > coelenterate > anthozoan > coral > stony coral
11,daisy,flower,1,482,50,entity > physical entity > object > whole > living thing > organism > plant > vascular plant > spermatophyte > angiosperm > flower > daisy
11,orchid,flower,1,494,50,entity > physical entity > object > whole > living thing > organism > plant > vascular plant > spermatophyte > angiosperm > flower > orchid
11,kernel,grain,1,485,50,entity > physical entity > object > whole > natural object > plant part > plant organ > reproductive structure > fruit > seed > grain > kernel
11,rapeseed,oilseed,1,472,50,entity > physical entity > object > whole > natural object > plant part > plant organ > reproductive structure > fruit > seed > oilseed > rapeseed
12,espresso maker,coffee maker,1,460,50,entity > physical entity > object > whole > artifact > commodity > consumer goods > durables > appliance > home appliance > kitchen appliance > coffee maker > espresso maker
12,Dutch oven,oven,1,517,50,entity > physical entity > object > whole > artifact > commodity > consumer goods > durables > appliance > home appliance > kitchen appliance > oven > Dutch oven
12,rotisserie,oven,1,471,50,entity > physical entity > object > whole > artifact > commodity > consumer goods > durables > appliance > home appliance > kitchen appliance > oven > rotisserie
12,airliner,airplane,1,442,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > aircraft > heavier-than-air craft > airplane > airliner
12,speedboat,motorboat,1,504,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > boat > motorboat > speedboat
12,lifeboat,sea boat,1,578,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > boat > sea boat > lifeboat
12,canoe,small boat,1,552,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > boat > small boat > canoe
12,yawl,small boat,1,565,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > boat > small boat > yawl
12,catamaran,sailboat,1,490,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > sailing vessel > sailboat > catamaran
12,trimaran,sailboat,1,494,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > sailing vessel > sailboat > trimaran
12,container ship,cargo ship,1,513,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > ship > cargo ship > container ship
12,liner,passenger ship,1,526,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > ship > passenger ship > liner
12,aircraft carrier,warship,1,505,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > ship > warship > aircraft carrier
12,submersible,warship,1,550,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > ship > warship > submersible
12,Model T,car,1,503,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > car > Model T
12,ambulance,car,1,558,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > car > ambulance
12,beach wagon,car,1,613,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > car > beach wagon
12,cab,car,1,485,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > car > cab
12,convertible,car,1,616,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > car > convertible
12,jeep,car,1,496,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > car > jeep
12,limousine,car,1,558,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > car > limousine
12,racer,car,1,492,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > car > racer
12,sports car,car,1,608,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > car > sports car
12,minibike,motorcycle,1,550,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > motorcycle > minibike
12,fire engine,truck,1,525,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > truck > fire engine
12,garbage truck,truck,1,525,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > truck > garbage truck
12,pickup,truck,1,494,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > truck > pickup
12,tow truck,truck,1,486,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > truck > tow truck
12,trailer truck,truck,1,1192,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > truck > trailer truck
12,van,truck,3,1686,150,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > truck > van
12,hand glass,light microscope,1,571,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > scientific instrument > magnifier > microscope > light microscope > hand glass
12,radio telescope,astronomical telescope,1,548,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > scientific instrument > magnifier > telescope > astronomical telescope > radio telescope
12,automatic firearm,autoloader,1,480,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > weapon > gun > firearm > autoloader > automatic firearm
12,revolver,pistol,1,426,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > weapon > gun > firearm > pistol > revolver
12,hand-held computer,portable computer,1,440,50,entity > physical entity > object > whole > artifact > instrumentality > device > machine > computer > digital computer > personal computer > portable computer > hand-held computer
12,laptop,portable computer,1,523,50,entity > physical entity > object > whole > artifact > instrumentality > device > machine > computer > digital computer > personal computer > portable computer > laptop
12,notebook,portable computer,1,458,50,entity > physical entity > object > whole > artifact > instrumentality > device > machine > computer > digital computer > personal computer > portable computer > notebook
12,bassoon,double-reed instrument,1,442,50,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > wind instrument > woodwind > beating-reed instrument > double-reed instrument > bassoon
12,oboe,double-reed instrument,1,565,50,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > wind instrument > woodwind > beating-reed instrument > double-reed instrument > oboe
12,sax,single-reed instrument,1,508,50,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > wind instrument > woodwind > beating-reed instrument > single-reed instrument > sax
12,hatchet,ax,1,502,50,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > cutting implement > cutter > edge tool > ax > hatchet
12,cleaver,knife,1,465,50,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > cutting implement > cutter > edge tool > knife > cleaver
12,letter opener,knife,1,465,50,entity > physical entity > object > whole > artifact > instrumentality > implement > tool > cutting implement > cutter > edge tool > knife > letter opener
12,bullfrog,true frog,1,672,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > amphibian > frog > true frog > bullfrog
12,axolotl,ambystomid,1,540,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > amphibian > salamander > ambystomid > axolotl
12,spotted salamander,ambystomid,1,714,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > amphibian > salamander > ambystomid > spotted salamander
12,common newt,newt,1,536,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > amphibian > salamander > newt > common newt
12,eft,newt,1,441,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > amphibian > salamander > newt > eft
12,teleost fish,bony fish,10,5070,500,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > bony fish > teleost fish
12,elasmobranch,cartilaginous fish,5,2453,250,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > cartilaginous fish > elasmobranch
12,barracouta,food fish,1,481,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > aquatic vertebrate > fish > food fish > barracouta
12,purple gallinule,gallinule,1,489,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > gallinule > purple gallinule
12,pelagic bird,seabird,1,571,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > seabird > pelagic bird
12,pelecaniform seabird,seabird,1,475,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > seabird > pelecaniform seabird
12,sphenisciform seabird,seabird,1,596,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > seabird > sphenisciform seabird
12,black swan,swan,1,521,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > swan > black swan
12,bustard,wading bird,1,514,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > wading bird > bustard
12,crane,wading bird,1,591,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > wading bird > crane
12,flamingo,wading bird,1,488,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > wading bird > flamingo
12,heron,wading bird,3,1502,150,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > wading bird > heron
12,limpkin,wading bird,1,674,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > wading bird > limpkin
12,rail,wading bird,1,542,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > wading bird > rail
12,shorebird,wading bird,5,2784,250,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > wading bird > shorebird
12,spoonbill,wading bird,1,529,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > wading bird > spoonbill
12,stork,wading bird,2,1147,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > wading bird > stork
12,anseriform bird,waterfowl,3,1677,150,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > aquatic bird > waterfowl > anseriform bird
12,bald eagle,eagle,1,551,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > bird of prey > eagle > bald eagle
12,kite,hawk,1,441,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > bird of prey > hawk > kite
12,great grey owl,owl,1,520,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > bird of prey > owl > great grey owl
12,coucal,cuckoo,1,510,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > cuculiform bird > cuckoo > coucal
